ILCE_UAVT,District,ADI,Category,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,Capacity,AMBULANS,Nbhood,Latitude,Longitude
1449,KARTAL,Tuzla Public Hospitalne Baðlý Acil Policlinic Hizmet Binasý,Public Hospital,Ýstasyon Cad. No:13 YUKARI/KARTAL,0216 586 33 33,http://yavuzselim.iagb.gov.tr,Var,256,Yok,YUKARI,40.88830218,29.18223191
2052,ÇEKMEKÖY,Private Superdent Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Mimar Sinan Cad. No:17B MÝMAR SÝNAN/ÇEKMEKÖY,0216 640 00 94,www.superdent.com.tr,,,,MÝMAR SÝNAN,41.03283974,29.17572588
2055,SULTANGAZÝ,Çað Optik,Optik,Eski Edirne Asfaltý No:604B UÐUR MUMCU/SULTANGAZÝ,0212 594 01 95,,,,,UÐUR MUMCU,41.0989745,28.86332505
2049,ATAÞEHÝR,Furkan Ortopedi & Medikal,Medikal,Kayýþdaðý Cad. No:2 KÜÇÜKBAKKALKÖY/ATAÞEHÝR,0216 577 21 26,,,,,KÜÇÜKBAKKALKÖY,40.979125,29.11230764
2012,MALTEPE,Maltepe 24 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Yakacýk Yolu No: BÜYÜKBAKKALKÖY/MALTEPE,0216 561 81 37,,Yok,0,,BÜYÜKBAKKALKÖY,40.96520937,29.2065987
1185,BEYKOZ,Beykoz Public Hospital Toplum Ruh Saðlýðý Merkezi,Policlinic,Sultan Aziz Cad. No:111 TOKATKÖY/BEYKOZ,0216 323 25 03,www.pasabahcedh.gov.tr,Yok,0,,TOKATKÖY,41.15386858,29.09360306
1183,BEÞÝKTAÞ,Beþiktaþ 6 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Meydan Cad. No:6B AKAT/BEÞÝKTAÞ,0212 352 52 12,,Yok,0,,AKAT,41.07845919,29.02371097
1183,BEÞÝKTAÞ,Beþiktaþ 1 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Gönenoðlu Sk. No:10 GAYRETTEPE/BEÞÝKTAÞ,0212 273 23 60,,Yok,0,,GAYRETTEPE,41.06485257,29.00758821
1336,GAZÝOSMANPAÞA,Private Via Dental Diþ Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Kemalpaþa Cad. No:9 KARAYOLLARI/GAZÝOSMANPAÞA,0212 537 00 56,www.via-dental.com,,,,KARAYOLLARI,41.08660402,28.90184068
2014,SULTANBEYLÝ,Private Ersoy Hospitalsi Sultanbeyli,Private Hospital,Cahar Dudayev Sk. No:3 MEHMET AKÝF/SULTANBEYLÝ,0216 398 00 88,www.ersoyHospitalsi.com.tr,Var,47,Var,MEHMET AKÝF,40.9668371,29.26943642
1183,BEÞÝKTAÞ,Veterinerium,Veteriner,Beyazkaranfil Sk. No:34 LEVENT/BEÞÝKTAÞ,0212 278 88 87,www.veterinerium.net,,0,Yok,LEVENT,41.0846302,29.01263301
2055,SULTANGAZÝ,Private Toplum Cerrahi Mecial Center,Mecial Center Private,Ýsmetpaþa Cad. No:44A GAZÝ/SULTANGAZÝ,0212 650 80 00,www.toplumtipmerkezi.com,Var,8,Var,GAZÝ,41.1027125,28.89820624
1325,EYÜPSULTAN,Eyüpsultan Public Hospital Kemerburgaz Semt Polikliniði,Policlinic,Dispanser Sk. No:17 MÝTHATPAÞA/EYÜPSULTAN,0212 360 20 51,www.eyupdevletHospitalsi.gov.tr,Yok,0,,MÝTHATPAÞA,41.15889837,28.91133953
1325,EYÜPSULTAN,Sudem Optik,Optik,Dipçik Sk. No:4 ÝSLAMBEY/EYÜPSULTAN,0212 615 48 85,,,,,ÝSLAMBEY,41.04887884,28.9305724
1325,EYÜPSULTAN,Eyüpsultan 4 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Eyüp Sultan Bulvarý No:65 TOPÇULAR/EYÜPSULTAN,0212 577 45 44,,Yok,0,,TOPÇULAR,41.03959392,28.92651648
1663,ÞÝÞLÝ,Diþ Hekimi Mari Þemme Deðirmenci,Clinic,Ergenekon Cad. No:63 DUATEPE/ÞÝÞLÝ,0212 232 82 45,,,,,DUATEPE,41.05268956,28.98396409
2049,ATAÞEHÝR,Kent Optik,Optik,Ýstiklal Cad. No:2B YENÝSAHRA/ATAÞEHÝR,0216 664 11 07,,,,,YENÝSAHRA,40.98915348,29.08542057
1421,KADIKÖY,Myvet Veteriner Kliniði,Veteriner,Ayçil Sk. No:24 KOZYATAÐI/KADIKÖY,0216 464 53 71,,,0,Yok,KOZYATAÐI,40.96425225,29.09328624
1421,KADIKÖY,Naz Optik,Optik,Okur Sk. No:20 19 MAYIS/KADIKÖY,0216 384 10 64,,,,,19 MAYIS,40.97594789,29.09244868
1186,BEYOÐLU,Private Dr. Osman Köklü Mecial Center,Mecial Center Private,Kasýmpaþa Zincirlikuyu Cad. No:2 KÜÇÜK PÝYALE/BEYOÐLU,0212 250 41 64,,Yok,,Var,KÜÇÜK PÝYALE,41.03439033,28.96700657
2050,BAÞAKÞEHÝR,Baþakþehir 15 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Albayrak Sk. No:4 KAYABAÞI/BAÞAKÞEHÝR,0212 777 46 41,,Yok,0,,KAYABAÞI,41.10593092,28.77017273
2050,BAÞAKÞEHÝR,Çocuk Saðlýðý ve Hastalýklarý Uzmaný Dr. Serap Gülçür,Clinic,Süzer Bulvarý No:10 BAHÇEÞEHÝR 1. KISIM/BAÞAKÞEHÝR,0212 669 57 57,,,,,BAHÇEÞEHÝR 1. KISIM,41.0635854,28.68633237
2051,BEYLÝKDÜZÜ,Private Kaledent Aðýz ve Diþ Saðlýðý Merkezi,Private Aðýz Diþ Saðlýðý Merkezleri,Kýþla Cad. No:32 /1 ADNAN KAHVECÝ/BEYLÝKDÜZÜ,0212 500 27 00,www.kaledent.com.tr,,,,ADNAN KAHVECÝ,41.003065,28.63449973
2051,BEYLÝKDÜZÜ,80. Yýl Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Palmiye Sk. No:3 BARIÞ/BEYLÝKDÜZÜ,0212 873 55 00,,Yok,0,,BARIÞ,40.99946021,28.64907996
2051,BEYLÝKDÜZÜ,Private Evrensel Aðýz Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Atatürk Bulvarý No:38A BÜYÜKÞEHÝR/BEYLÝKDÜZÜ,0212 872 62 02,,,,,BÜYÜKÞEHÝR,41.00016116,28.64528972
2051,BEYLÝKDÜZÜ,City Optik,Optik,Belediye Cad. No:20 BÜYÜKÞEHÝR/BEYLÝKDÜZÜ,0212 872 93 92,,,,,BÜYÜKÞEHÝR,41.0126854,28.64639111
1166,BAKIRKÖY,Bakýrköy 13 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Alemdarlar Sk. No:1 KARTALTEPE/BAKIRKÖY,0212 660 11 17,,Yok,0,,KARTALTEPE,40.98547968,28.87868039
1835,PENDÝK,Private Boðaziçi Diyaliz Merkezi,Diyaliz Merkezi Private,Sahil Bulvarý No:49 KAYNARCA/PENDÝK,0216 584 62 00,www.bogazicidiyaliz.com.tr,,,Yok,KAYNARCA,40.86691868,29.26823232
1166,BAKIRKÖY,Öztay Veteriner Klübü,Veteriner,Ýsmail Erez Bulvarý No:4 OSMANÝYE/BAKIRKÖY,0212 570 46 83,,,0,Yok,OSMANÝYE,40.99533761,28.88656133
1739,ZEYTÝNBURNU,Çýrpýcý Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,2. Taþocaðý Sk. No:20A ÇIRPICI/ZEYTÝNBURNU,0212 546 68 80,,Yok,0,,ÇIRPICI,40.99978731,28.89621088
2004,BAÐCILAR,Baðcýlar 12 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,1583. Sk. No:8A YENÝMAHALLE/BAÐCILAR,0212 656 92 85,,Yok,0,,YENÝMAHALLE,41.04043621,28.84459031
1835,PENDÝK,Private Bölge Hospitalsi Pendik,Private Hospital,Nevbahar Sk. No: DOÐU/PENDÝK,0216 585 32 00,www.bolgeHospitalsi.com,Var,123,Var,DOÐU,40.88287913,29.24556404
2004,BAÐCILAR,Diþ Hekimi Murat Salýk,Clinic,Barbaros Cad. No:2 100. YIL/BAÐCILAR,0212 429 30 08,,,,,100. YIL,41.059866,28.854629
1325,EYÜPSULTAN,ÝBB Evde Saðlýk Hizmetleri,Evde Bakým Merkezleri,Bostan Aralýðý No:3 TOPÇULAR/EYÜPSULTAN,0212 449 93 70,www.ibb.gov.tr,,0,Yok,TOPÇULAR,41.02975853,28.92767429
1325,EYÜPSULTAN,Eyüpsultan Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Alperen Cad. No:41 AKÞEMSETTÝN/EYÜPSULTAN,0212 626 25 25,www.istanbulhalksagligi.gov.tr,Yok,0,,AKÞEMSETTÝN,41.08432095,28.92266846
1325,EYÜPSULTAN,Þahmar Optik,Optik,Bosna Cad. No:22 RAMÝ CUMA/EYÜPSULTAN,0212 615 03 88,,,,,RAMÝ CUMA,41.04924942,28.92135869
2049,ATAÞEHÝR,Çaðdaþ Yaþlý Bakým Merkezi,Bakým Evi,Kayýþdaðý Cad. No:226 ÝNÖNÜ/ATAÞEHÝR,0216 469 51 13,www.cagdashuzurevi.com,,51,Yok,ÝNÖNÜ,40.97818641,29.13975024
2003,AVCILAR,Private Doðuþ Mecial Center,Mecial Center Private,Fatih Sk. No:12 MERKEZ/AVCILAR,0212 591 51 90,www.avcilardogustip.com,Var,,Yok,MERKEZ,40.97909892,28.72276006
2051,BEYLÝKDÜZÜ,Private Medilife Dent Aðýz Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,67. Sk. No:1 YAKUPLU/BEYLÝKDÜZÜ,0212 868 80 80,www.medilife.com.tr,,,,YAKUPLU,41.00624473,28.66236731
1622,SÝLÝVRÝ,Selimpaþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Kadir Has Cad. No:14 SELÝMPAÞA/SÝLÝVRÝ,0212 731 63 62,,Yok,0,,SELÝMPAÞA,41.05538123,28.36717995
1604,SARIYER,Green Pet Veteriner Kliniði,Veteriner,Sarýyer Cad. No:99/1 POLÝGON/SARIYER,0212 229 12 14,www.greenpet.com.tr,,0,Yok,POLÝGON,41.12140404,29.0406376
1604,SARIYER,Private Stoma Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Adnan Kahveci Cad. No:46A FERAHEVLER/SARIYER,0216 223 95 69,,,,,FERAHEVLER,41.13016304,29.0416878
1604,SARIYER,Diþ Hekimi Ýnciser Yapýcý,Clinic,Yeni Mahalle Cad. No:48A MERKEZ/SARIYER,0212 242 26 32,,,,,SARIYER MERKEZ,41.16951431,29.05823664
1604,SARIYER,Private Enhar Mecial Center,Mecial Center Private,Araba Yolu Cad. No:47 CUMHURÝYET/SARIYER,0212 299 13 44,www.enhartipmerkezi.com,Yok,,Yok,CUMHURÝYET,41.14552454,29.03260966
1604,SARIYER,Diþ Hekimi Saniye Mecitoðlu,Clinic,Dereiçi Sk. No:11 TARABYA/SARIYER,0212 262 16 42,,,,,TARABYA,41.1374862,29.05320827
1622,SÝLÝVRÝ,Silivri 6 Nolu Cezaevi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Çanta Cad. No:162F SEMÝZKUMLAR/SÝLÝVRÝ,0212 726 00 06,,Yok,0,,SEMÝZKUMLAR,41.09092185,28.15155872
1604,SARIYER,Ýsmail Bilgin Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Balaban Dere Cad. No:190 PINAR/SARIYER,0212 276 53 18,,Yok,0,,PINAR,41.1208583,29.03684726
1622,SÝLÝVRÝ,Private Silivri Estetik Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Aziz Sk. No:5 ALÝBEY/SÝLÝVRÝ,0212 727 10 11,,,,,ALÝBEY,41.0739109,28.24890333
1327,FATÝH,Private Ornöram Fizik Tedavi ve Rehabilitasyon Merkezi Çapa,Fizik Tedavi ve Rehabilitasyon Merkezi Private,Necip Asým Sk. No:22 ÞEHREMÝNÝ/FATÝH,0212 589 69 66 - 0212 588 83 31 - 32,www.ornoram.com.tr,Yok,0,Yok,ÞEHREMÝNÝ,41.0136295,28.93402746
1421,KADIKÖY,Lucky Veteriner Kliniði,Veteriner,Osman Nuri Ergin Sk. No:9 SAHRAYICEDÝT/KADIKÖY,0216 386 77 52,,,0,Yok,SAHRAYICEDÝT,40.98281259,29.08383835
1835,PENDÝK,Hikmet Hasan Ataman Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Anadolu Cad. No:2 GÜZELYALI/PENDÝK,0216 493 39 67,,Yok,0,,GÜZELYALI,40.85975889,29.28049843
2004,BAÐCILAR,Private Hilal Saðlýk Kabini,Saðlýk Kabini Private,252. Sk. No:22A KAZIM KARABEKÝR/BAÐCILAR,0212 655 63 73,,,,,KAZIM KARABEKÝR,41.02531965,28.84472529
2049,ATAÞEHÝR,Private Modern Mecial Center,Mecial Center Private,Kýrlangýç Sk. No:1A YENÝ ÇAMLICA/ATAÞEHÝR,0216 661 16 24,www.moderntip.com.tr,Yok,,Yok,YENÝ ÇAMLICA,40.98942772,29.1616137
2049,ATAÞEHÝR,Kývýlcým Huzur ve Bakýmevi,Bakým Evi,Mustafa Kemal Cad. No:10 ATATÜRK/ATAÞEHÝR,0532 213 88 89,www.kivilcimhuzurevi.com,,27,Yok,ATATÜRK,40.98616486,29.13148351
2049,ATAÞEHÝR,Yeditepe Üniversitesi Hospitalsi,University Hospital,Hastahane Sk. No:4 ÝÇERENKÖY/ATAÞEHÝR,0216 578 40 00,www.yeditepeHospitalsi.com.tr,Var,152,Var,ÝÇERENKÖY,40.96892599,29.10338561
1823,KÜÇÜKÇEKMECE,Zambak Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,2. Yavuz Selim Cad. No:44 CENNET/KÜÇÜKÇEKMECE,0212 598 56 88,,Yok,0,,CENNET,40.99271119,28.78196812
1421,KADIKÖY,Kadýköy Belediyesi Mamografi ve Kadýn Saðlýðý Merkezi,Kadýn Hastalýklarý ve Saðlýðý Merkezi,Dr. Erkin Cad. No:44/1 MERDÝVENKÖY/KADIKÖY,0216 565 66 16,www.kadinsagligimerkezi.org,,0,,MERDÝVENKÖY,40.98857481,29.06141055
1663,ÞÝÞLÝ,Private Fransýz Lape Hospitalsi,Private Hospital,Büyükdere Cad. No:18 19 MAYIS/ÞÝÞLÝ,0212 246 10 20,www.fransizlape.com,Var,150,Yok,19 MAYIS,41.0624336,28.99012097
1886,BAYRAMPAÞA,Altýntepsi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Filiz Sk. No:1 ALTINTEPSÝ/BAYRAMPAÞA,0541 650 34 09,,Yok,0,,ALTINTEPSÝ,41.03568968,28.90012003
1449,KARTAL,Doða Yaþam ve Bakýmevi,Bakým Evi,Manolya Sk. No:1 ATALAR/KARTAL,0216 517 12 12,www.huzurevi.com.tr,,24,Yok,ATALAR,40.90491375,29.16882458
1449,KARTAL,Kartal Yavuz Selim Public Hospital Policlinicleri,Policlinic,Ýstasyon Cad. No:20 YUKARI/KARTAL,0216 586 33 33,http://yavuzselim.iagb.gov.tr,Var,105,,YUKARI,40.88805637,29.1827592
2055,SULTANGAZÝ,Molla Gürani Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,1285. Sk. No:28 ZÜBEYDE HANIM/SULTANGAZÝ,0212 536 85 00,,Yok,0,,ZÜBEYDE HANIM,41.10225945,28.90805926
2049,ATAÞEHÝR,Ataþehir 1 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ýnci Sk. No:30 ÝÇERENKÖY/ATAÞEHÝR,0216 576 18 37,,Yok,0,,ÝÇERENKÖY,40.96696243,29.11237364
1421,KADIKÖY,Private Caddebostan Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Gökçe Sk. No:11 CADDEBOSTAN/KADIKÖY,0216 411 33 44,,,,,CADDEBOSTAN,40.96824484,29.06821409
1421,KADIKÖY,Harbi Optik,Optik,Çilek Sk. No:6 OSMANAÐA/KADIKÖY,0216 449 45 74,,,,,OSMANAÐA,40.99034338,29.02959675
1708,ÜSKÜDAR,Üsküdar 2 Nolu Emergency Station,Emergency Station,Abdullahaða Cad. No:16/3 BEYLERBEYÝ/ÜSKÜDAR,0216 333 17 95,www.istanbulsaglik.gov.tr,Yok,3,Var,BEYLERBEYÝ,41.03891743,29.04059869
1421,KADIKÖY,Private Universal Hospital Kadýköy,Private Hospital,Uzunçayýr Cad. No:2/1 HASANPAÞA/KADIKÖY,0216 326 06 55,www.uhg.com.tr,Var,,Var,HASANPAÞA,40.99516758,29.04309179
2005,BAHÇELÝEVLER,Diþ Hekimi Mehmet Attar,Clinic,Mahmutbey Cad. No:2 HÜRRÝYET/BAHÇELÝEVLER,0212 654 20 30,,,,,HÜRRÝYET,40.99624691,28.84262905
1663,ÞÝÞLÝ,Darülaceze Müessesesi,Bakým Evi,Darülaceze Cad. No:51 HALÝL RIFAT PAÞA/ÞÝÞLÝ,0212 210 18 95,www.darulaceze.gov.tr,,554,Var,HALÝL RIFAT PAÞA,41.05949199,28.96657232
1663,ÞÝÞLÝ,Niþantaþý Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Oktay Cebeci Sk. No:23 MERKEZ/ÞÝÞLÝ,0212 343 04 40,,Yok,0,,MERKEZ,41.05815052,28.9851659
1421,KADIKÖY,Minouvet,Veteriner,Acýbadem Cad. No:111 ACIBADEM/KADIKÖY,0216 428 06 41,www.minouvet.com,,0,Yok,ACIBADEM,41.00519017,29.04531265
1886,BAYRAMPAÞA,Private Ezgi Diþ Laboratuvarý,Diþ Laboratuvarý,Park Sk. No:1A YENÝDOÐAN/BAYRAMPAÞA,0212 567 28 52,,,,,YENÝDOÐAN,41.03743362,28.91208521
1810,KAÐITHANE,Private 333 Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Oruç Sk. No:61 SULTAN SELÝM/KAÐITHANE,0212 264 03 33,www.333dental.com,Yok,,,SULTAN SELÝM,41.09248213,29.00440493
1810,KAÐITHANE,Kaðýthane 2 Nolu Emergency Station,Emergency Station,Iþýn Sk. No:25 SULTAN SELÝM/KAÐITHANE,0212 221 77 07 - 06 - 05,www.istanbulsaglik.gov.tr,Yok,0,Var,SULTAN SELÝM,41.09227852,29.00122703
1421,KADIKÖY,Private Dentalform Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Baðdat Cad. No:1 CADDEBOSTAN/KADIKÖY,0216 360 50 19,,,,,CADDEBOSTAN,40.96718836,29.06691809
2015,TUZLA,Þifa Semt Ýbrahim Doðan Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Gülüm Sk. No:76 MÝMAR SÝNAN/TUZLA,0216 423 59 09,,Yok,0,,MÝMAR SÝNAN,40.83388945,29.36175422
1421,KADIKÖY,Private Euromed Görüntüleme Merkezi,Görüntüleme Merkezi Private,Recep Peker Cad. No:27 ZÜHTÜPAÞA/KADIKÖY,0216 414 62 82,www.euromed.com.tr,,,,ZÜHTÜPAÞA,40.98460275,29.03899396
1186,BEYOÐLU,Beyoðlu 5 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Kulaksýz Cad. No:2 KAPTANPAÞA/BEYOÐLU,0212 238 83 23,,Yok,0,,KAPTANPAÞA,41.03845262,28.96335233
1823,KÜÇÜKÇEKMECE,Cumhuriyet Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ýnönü Cad. No:2 YENÝ MAHALLE/KÜÇÜKÇEKMECE,0212 599 77 71,,Var,0,,YENÝ MAHALLE,40.99717744,28.7767724
1421,KADIKÖY,Private Koþuyolu Saðlýk Klinikleri,Klinikler,Muhittin Üstündað Cad. No:31 KOÞUYOLU/KADIKÖY,0216 402 19 08,www.teknomedlaboratuvar.com,,0,Yok,KOÞUYOLU,41.00681328,29.03763764
2005,BAHÇELÝEVLER,Private Ýstanbul Çocuk Saðlýðý ve Hastalýklarý Merkezi,Private Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Ressam Halim Sk. No:2/1A BAHÇELÝEVLER/BAHÇELÝEVLER,0212 441 42 00,www.istanbulpediatri.com,,,,BAHÇELÝEVLER,40.9968547,28.8666291
2005,BAHÇELÝEVLER,Kadýn Hastalýklarý ve Doðum Uzmaný Dr.Emine Kanmaz Süthan,Clinic,Nurettinpaþa Sk. No:2B BAHÇELÝEVLER/BAHÇELÝEVLER,0212 506 88 03,,,,,BAHÇELÝEVLER,41.00506159,28.87098167
1421,KADIKÖY,Private Turkuaz Aðýz ve Diþ Saðlýðý Polikliniði Kadýköy,Private Aðýz Diþ Saðlýðý Merkezleri,Sakýzgülü Sk. No:30 CAFERAÐA/KADIKÖY,0216 336 42 40,www.turkuaz.life,,,,CAFERAÐA,40.98718054,29.02814362
1604,SARIYER,Metin Sabancý Baltalimaný Kemik Hastalýklarý Eðitim ve Araþtýrma Hospitalsi,Research Hospital,Baltalimaný Hisar Cad. No:56 BALTALÝMANI/SARIYER,0212 323 70 70 - 79,www.baltalimani.gov.tr,Var,131,Var,BALTALÝMANI,41.09584048,29.05385494
1327,FATÝH,Ýstanbul Üniversitesi Týp Fakültesi Ortopedi ve Travmatoloji Anabilim Dalý,Policlinic,Turgut Özal Millet Cad. No:118AN TOPKAPI/FATÝH,0212 414 20 00,http://istanbultip.istanbul.edu.tr,Var,,,TOPKAPI,41.0154224,28.93450394
1327,FATÝH,Private Dentema Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Fevzipaþa Cad. No:44 ALÝ KUÞÇU/FATÝH,0212 635 71 31,,,,,ALÝ KUÞÇU,41.02107384,28.94638934
2053,ESENYURT,Private Sim-Dent Aðýz Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,1823. Sk. No:1 MEHTERÇEÞME/ESENYURT,0212 854 08 00,,,,,MEHTERÇEÞME,41.01836895,28.66568948
1663,ÞÝÞLÝ,Fulyavet Veteriner Kliniði,Veteriner,Avni Dilligil Sk. No:2 GÜLBAHAR/ÞÝÞLÝ,0212 288 46 44,,,0,Yok,GÜLBAHAR,41.070237,29.002724
1421,KADIKÖY,Private Nova Polikliniði,Policlinic Private,Fahrettin Kerim Gökay Cad. No:135 EÐÝTÝM/KADIKÖY,0216 330 12 42,www.novalazer.com,Yok,0,,EÐÝTÝM,40.98694582,29.04680728
2053,ESENYURT,Privateler Optik,Optik,Sýdýka Cebecioðlu Sk. No:8B SULTANÝYE/ESENYURT,0212 596 97 97,,,,,SULTANÝYE,41.03222507,28.68258414
1327,FATÝH,Umut Medikal Saðlýk Dünyasý,Medikal,Oðuzhan Cad. No:28 MOLLA GÜRANÝ/FATÝH,0212 523 05 50,,,,,MOLLA GÜRANÝ,41.01331517,28.93950598
1421,KADIKÖY,Private Akademi Lazer Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Bayar Cad. No:97 KOZYATAÐI/KADIKÖY,0216 418 64 64,www.akademilazerdis.com,,,,KOZYATAÐI,40.97132324,29.09900791
2004,BAÐCILAR,Fatih Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Cami Cad. No:28 FATÝH/BAÐCILAR,0212 445 72 22,,Yok,0,,FATÝH,41.05196403,28.84331682
2053,ESENYURT,Auris Ýþitme Cihazlarý Satýþ ve Uygulama Merkezi,Ýþitme Cihazý Satýþ ve Uygulama Merkezi,Ondokuz Mayýs Bulvarý No:62A PINAR/ESENYURT,0212 699 61 62,www.aurisisitme.com,,0,,PINAR,41.02925521,28.66741859
1810,KAÐITHANE,Private Doðuþ Diþ Protez Laboratuvarý,Diþ Laboratuvarý,28 Nisan Cad. No:8 GÜRSEL/KAÐITHANE,0212 220 10 41,,,,,GÜRSEL,41.06837046,28.97432056
1604,SARIYER,Sarýyer Belediyesi Ayazaða Halk Saðlýðý Birimi,Clinic,Þehit Naci Canan Tuncer Sk. No:4 AYAZAÐA/SARIYER,0212 289 70 13 - 14,,,,,AYAZAÐA,41.11601174,29.00031034
2049,ATAÞEHÝR,Gaes Ýþitme Cihazlarý Satýþ ve Uygulama Merkezi,Ýþitme Cihazý Satýþ ve Uygulama Merkezi,Turgut Özal Bulvarý No:16 YENÝÞEHÝR/ATAÞEHÝR,0216 580 89 00,,,0,,YENÝÞEHÝR,40.99648674,29.13501379
2005,BAHÇELÝEVLER,Gözde Optik,Optik,Þükufe Nihal Sk. No:109A BAHÇELÝEVLER/BAHÇELÝEVLER,0212 441 39 75,,,,,BAHÇELÝEVLER,41.00058928,28.86180518
2005,BAHÇELÝEVLER,Kadýn Hastalýklarý ve Doðum Uzmaný Op. Dr. Berra Önsoy Gidemez,Clinic,Ýzzettin Çalýþlar Cad. No:28 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 556 22 61,,,,,BAHÇELÝEVLER,41.00186667,28.87051698
2003,AVCILAR,Duy-Med Ýþitme Cihazlarý Satýþ ve Uygulama Merkezi,Ýþitme Cihazý Satýþ ve Uygulama Merkezi,Merkez Cami Sk. No:26 MERKEZ/AVCILAR,0212 509 43 73,www.duymed.com.tr,,0,,MERKEZ,40.98196557,28.72136471
2003,AVCILAR,Üniversite Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Toker Kardeþler Sk. No:3 ÜNÝVERSÝTE/AVCILAR,0212 676 48 41,,Yok,0,,ÜNÝVERSÝTE,40.99609697,28.71283826
2049,ATAÞEHÝR,Küçükbakkalköy Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Uzay Sk. No:6 KÜÇÜKBAKKALKÖY/ATAÞEHÝR,0216 576 03 46,,Yok,0,,KÜÇÜKBAKKALKÖY,40.98038427,29.12537396
2003,AVCILAR,Private Avcýlar Aðýz Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Cumhuriyet Cad. No:20 AMBARLI/AVCILAR,0212 591 00 24,www.avcilardispoliklinigi.com,,,,AMBARLI,40.97711739,28.71912405
2005,BAHÇELÝEVLER,Diþ Hekimi Cenk Bakýrcý,Clinic,Fetih Cad. No:36 ÞÝRÝNEVLER/BAHÇELÝEVLER,0212 451 60 68,,,,,ÞÝRÝNEVLER,40.99486043,28.84685587
2005,BAHÇELÝEVLER,Bahçelievler 5 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Kaya 2 Sk. No:26 SOÐANLI/BAHÇELÝEVLER,0212 555 16 13,,Yok,0,,SOÐANLI,41.01218481,28.85521784
1336,GAZÝOSMANPAÞA,Private Gaziosmanpaþa Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Ordu Cad. No:29 SARIGÖL/GAZÝOSMANPAÞA,0212 418 57 37,,Yok,0,,SARIGÖL,41.05824264,28.91694454
1183,BEÞÝKTAÞ,Pako Veteriner Kliniði,Veteriner,Arnavutköy Kuruçeþme Cad. No:53 KURUÇEÞME/BEÞÝKTAÞ,0212 257 00 69,,,0,Yok,KURUÇEÞME,41.06171185,29.03818362
